title,abs_journal,status
A transmission hologram for slitless spectrophotometry on a convergent telescope beam. Optimisation and characterization,arXiv e-prints,success
Analytic Interferometry of Rotating Stellar Surfaces,arXiv e-prints,success
Multi-year stacking searches for solar system bodies,arXiv e-prints,success
Co-SOM: Co-training for photometric redshift estimation using Self-Organizing Maps,Astronomy and Computing,success
Characterizing the host galaxies and delay times of Ca-rich gap transients vs 91bg-like SNe and normal Type Ia SNe,Publications of the Astronomical Society of the Pacific,success
The Stellar Mass and Age Distributions of Star-Forming Clumps at $0.5 < z < 5$ in JWST CANUCS: Implications for Clump Formation and Destruction,arXiv e-prints,success
Excursion Set Approach to Primordial Black Holes: Cloud-in-Cloud and Mass Function Revisited,arXiv e-prints,success
The detection of high X-ray polarization from an accretion disc corona source and its modelling via Monte Carlo radiation transfer simulation,arXiv e-prints,success
Signatures of dark subhalos in dwarf spheroidal galaxies: I. Fluctuations in surface density,Monthly Notices of the Royal Astronomical Society,success
The impact of higher-order distortions on the precise measurement of weak gravitational lensing shear and flexion,arXiv e-prints,success
The Case for Space: Estimating Precise Time Delays from Ground- and Space-Based Observations of Lensed Supernovae with Glimpse,arXiv e-prints,success
gCAMB: A GPU-accelerated Boltzmann solver for next-generation cosmological surveys,Astronomy and Computing,success
Interstellar Dust-Catalyzed Molecular Hydrogen Formation Enabled by Nuclear Quantum Effects,arXiv e-prints,success
CCAT: Mod-Cam Readout Overview and Flexible Stripline Performance,arXiv e-prints,success
CCAT: Mod-Cam Cryogenic Performance and its Impact on 280 GHz KID Array Noise,arXiv e-prints,success
Parallel Nested Slice Sampling for Gravitational Wave Parameter Estimation,arXiv e-prints,success
The first GLIMPSE of the faint galaxy population at Cosmic Dawn with JWST: The evolution of the ultraviolet luminosity function across z~9-15,arXiv e-prints,success
"Closing the Evidence Gap: reddemcee, a Fast Adaptive Parallel Tempering Sampler",arXiv e-prints,success
Hidden massive eclipsing binaries in red supergiant systems: The hierarchical triple system KQ Puppis and other candidates,arXiv e-prints,success
Supernovae Exploding within Dense Extended Material: Early Emission Regimes and Degeneracies in Parameter Inference from Observations,arXiv e-prints,success
Dynamical Architectures of S-type Transiting Planets in Binaries II: A Dichotomy in Orbital Alignment of Small Planets in Close Binary Systems,arXiv e-prints,success
Untangling the Complex Nature of AGN Variability with Fairall 9,Monthly Notices of the Royal Astronomical Society,success
[C/N] Ages for Red Giants and their Implications for Galactic Archaeology,arXiv e-prints,success
The SRG/eROSITA All-Sky Survey. Detection of shock-heated gas beyond the halo boundary into the accretion region,arXiv e-prints,success
Halo Properties from Observable Measures of Environment: II. Central versus Satellite Classification,arXiv e-prints,success
MUSE study of two giant low surface brightness galaxies with compact satellites,arXiv e-prints,success
Non-explosive pre-supernova feedback in the COLIBRE model of galaxy formation,arXiv e-prints,success
Living the stream: Properties and progenitors of tidal shells and streams around galaxies from Magneticum,arXiv e-prints,success
Millisecond Pulsar Discoveries in an Image-based MeerKAT Survey of the Galactic Bulge,arXiv e-prints,success
"Under the glare of a luminous quasar, the FIR continuum is still an excellent tracer of the ISM down to the central kiloparsec",arXiv e-prints,success
The First 4 Years of SN 1993J Revisited: Geometric $m$-ring Modeling of the Radio Shell with Closure Quantities Only,arXiv e-prints,success
Merger-Induced Disturbance and Temporal Signatures in Galaxy Clusters: A Combined Phase Space and Photometric Analysis,arXiv e-prints,success
Measuring the Central Dark Mass in NGC 4258 with JWST/NIRSpec Stellar Kinematics,arXiv e-prints,success
The SOMA Atomic Outflow Survey. I. An Atomic OI and Highly Ionized OIII Outflow from Massive Protostar G11.94-00.62,arXiv e-prints,success
"Limitations on Morphological Fitting for JWST ""Little Red Dots""",arXiv e-prints,success
VERITAS Observations of the Microquasar SS 433,arXiv e-prints,success
Discovery of Two Highly Scattered Pulsars from Image-Based Circular Polarization Searches with the Australian SKA Pathfinder,arXiv e-prints,success
The Connection between Dusty Star-Forming Galaxies and the First Massive Quenched Galaxies,arXiv e-prints,success
Is the Peculiar Galactic Center Transient Swift J174610.4-290018 A Recurrent Nova?,arXiv e-prints,success
A transiting hot Jupiter with two outer siblings orbiting an intermediate-mass post main-sequence star,arXiv e-prints,success
On the Ultra-Long Gamma-Ray Transient GRB 250702B/EP250702,arXiv e-prints,success
BlackTHUNDER: Shedding light on a dormant and extreme little red dot at z=8.50,arXiv e-prints,success
Dwarf galaxy halo masses from spectroscopic and photometric lensing in DESI and DES,arXiv e-prints,success
"SAGAbg III: Environmental Stellar Mass Functions, Self-Quenching, and the Stellar-to-Halo Mass Relation in the Dwarf Galaxy Regime",The Astrophysical Journal,success
A GLIMPSE of Intermediate Mass Black holes in the epoch of reionization: Witnessing the Descendants of Direct Collapse?,arXiv e-prints,success
From order to chaos: the blurred out metallicity gradient of the Gaia-Enceladus/Sausage progenitor,arXiv e-prints,success
Adaptive Reconstruction of Cluster Halos (ARCH): Integrating Shear and Flexion for Substructure Detection,arXiv e-prints,success
A nearly pristine star from the Large Magellanic Cloud,arXiv e-prints,success
"Limb Asymmetries on WASP-39b: A Multi-GCM Comparison of Chemistry, Clouds, and Hazes",arXiv e-prints,success
BlackTHUNDER: evidence for three massive black holes in a z~5 galaxy,arXiv e-prints,success
"A Combined TESS and Ground-based Study of Transit Timing Variations in HAT-P-16, TOI-1516 and TOI-2046 Systems",The Astronomical Journal,success
Unveiling Obscured Accretion in the Local Universe,arXiv e-prints,success
Detection of HI filament: Pair Stacking vs. Filament Stacking,arXiv e-prints,success
The impact of cosmic filaments on the abundance of satellite galaxies,arXiv e-prints,success
Modified Cosmology or Modified Galaxy Astrophysics is Driving the z>6 JWST Results? CMB Experiments can discover the Origin in Near Future,arXiv e-prints,success
Analytical modeling of polarization signals arising from confined circumstellar material in Type II supernovae,arXiv e-prints,success
NEXUS: A Search for Nuclear Variability with the First Two JWST NIRCam Epochs,arXiv e-prints,success
The HyLight model for hydrogen emission lines in simulated nebulae,arXiv e-prints,success
"$S_8$ from Tully-Fisher, fundamental plane, and supernova distances agree with Planck",arXiv e-prints,success
"Galaxy Zoo: Cosmic Dawn -- morphological classifications for over 41,000 galaxies in the Euclid Deep Field North from the Hawaii Two-0 Cosmic Dawn survey",arXiv e-prints,success
Tidal disruption of a magnetized star,arXiv e-prints,success
The Orbital Eccentricities of Planets in the Kinematic Thin and Thick Galactic Disks,arXiv e-prints,success
Impact of Cosmic Filaments on Galaxy Morphological Evolution and Predictions of Early Cosmic Web Structure for Roman,arXiv e-prints,success
How clear are the skies of WASP-80b?: 3D Cloud feedback on the atmosphere and spectra of the warm Jupiter,arXiv e-prints,success
Capture and escape from the 2:1 resonance between Ariel and Umbriel in a fast-migration scenario of the Uranian system,arXiv e-prints,success
A machine learning approach to axion-like particle searches in CTAO observations of blazars,arXiv e-prints,success
Dark matter and fundamental physics with the Cherenkov Telescope Array Observatory,arXiv e-prints,success
Fuzzy dark matter simulations,arXiv e-prints,success
Ultra-long Gamma-ray Bursts from Micro-Tidal Disruption Events: The Case of GRB 250702B,arXiv e-prints,success
"JWST Spectroscopy of GRB 250702B: An Extremely Rare and Exceptionally Energetic Burst in a Dusty, Massive Galaxy at $z=1.036$",arXiv e-prints,success
halox: Dark matter halo properties and large-scale structure calculations using JAX,arXiv e-prints,success
Hyper-py: HYbrid Photometry and Extraction Routine in PYthon,arXiv e-prints,success
Searching for Corannulene with ALMA: Observations of the Red Rectangle Nebula,Monthly Notices of the Royal Astronomical Society,success
AGN spectral variability across activity states and searches for axion-like particles,arXiv e-prints,success
A Refined Orbital Ephemeris for the Intermediate Polar FO Aquarii and Evidence for a Period Derivative,Research Notes of the American Astronomical Society,success
HARPS-N Reveals a Well-aligned Orbit for the Highly Eccentric Warm Jupiter TOI-4127 b,Astronomy and Astrophysics,success
Coupled Planetary Interior and Tidal Evolution,arXiv e-prints,success
Probing the Star Formation Main Sequence down to 10$^{7} M_\odot$ at $1 < z < 9$,arXiv e-prints,success
Probing the origin of the X-ray and optical emission in the z=3.1 strongly lensed radio-quiet quasar GraL J065904.1+162909 to milliarcsecond resolution,arXiv e-prints,success
"High-resolution Giant Metrewave Radio Telescope H{\sc i} 21\,cm imaging of the host galaxy of FRB\,20250316A",arXiv e-prints,success
On the connection between nitrogen-enhanced field stars and the Galactic globular clusters,arXiv e-prints,success
Multi-color characterization of optically invisible FU Orionis-type outbursts: Demonstration and prospects for the WINTER survey,arXiv e-prints,success
The orbital anisotropy profile of the Gaia-Sausage/Enceladus accretion remnant,arXiv e-prints,success
"Wide binaries in an ultra-faint dwarf galaxy: discovery, population modeling, and a nail in the coffin of primordial black hole dark matter",Publications of the Astronomical Society of the Pacific,success
Disentangling Multiple Gas Kinematic Drivers in the Perseus Galaxy Cluster,arXiv e-prints,success
Cosmic Ray Magnetohydrodynamics: A New Two-Moment Framework with Numerical Implementation,arXiv e-prints,success
"J-PAS: Discovery of RaJav, a bright spatially extended Ly$α$ Nebula at z=2.25",Astronomy and Astrophysics,success
Kete: Predicting Known Minor Bodies in Images,arXiv e-prints,success
CO Depletion in Infrared Dark Clouds,arXiv e-prints,success
Universal Structure of Turbulent Radiative Mixing Layers,arXiv e-prints,success
"The Santa Cruz Extreme AO Lab (SEAL) 2.0: A reflective, multi-wavelength rebuild",arXiv e-prints,success
Nearly full-sky low-multipole CMB temperature anisotropy: III. CMB anomalies,arXiv e-prints,success
Nearly Full-Sky Low-Multipole CMB Temperature Anisotropy: II. Angular Power Spectra and Likelihood,arXiv e-prints,success
Nearly Full-Sky Low-Multipole CMB Temperature Anisotropy: I. Foreground Cleaned Maps,arXiv e-prints,success
The Nature of Post-Starburst Galaxies: Real Deal or Masquerading Impostors?,arXiv e-prints,success
"SQuIGG$\vec{L}$E: Buried star formation cannot explain the rapidly fading CO(2-1) luminosity in massive, $z\sim0.7$ post-starburst galaxies",The Astronomical Journal,success
"SISSI: Supernovae in a stratified, shearing interstellar medium. II. Star formation near the Sun is quenched by expansion of the Local Bubble",arXiv e-prints,success
Confirming lensed-quasar candidates with DESI and P200 spectroscopy I. 14 lensed quasars and 8 lensed galaxy,arXiv e-prints,success
ZTF SNe Ia DR2: Towards cosmology-grade ZTF supernova light curves using scene modeling photometry,arXiv e-prints,success
COLIBRE: calibrating subgrid feedback in cosmological simulations that include a cold gas phase,arXiv e-prints,success
The full jet production cycle observed during fast state transitions in the black hole X-ray binary MAXI J1348$-$630,arXiv e-prints,success
A Deep SETI Search for Technosignatures in the TRAPPIST-1 System with FAST,arXiv e-prints,success
Evidence for Two SNe Type Triggering GRB 220101A: a Pair SN and a Rotating Magnetized Core Collapse SN,arXiv e-prints,success
Repeating vs. Non-Repeating FRBs: A Deep Learning Approach To Morphological Characterization,arXiv e-prints,success
"HET/HPF observations of Helium in warm, hot, and ultra-hot Jupiters",arXiv e-prints,success
Euclid preparation. Methodology for validating the Euclid Catalogue of Galaxy Clusters using external data,arXiv e-prints,success
Detection of a septuple stellar system in formation via disk fragmentation,Nature Astronomy,success
"Magnetic, thermal and rotational evolution of isolated neutron stars",arXiv e-prints,success
"MARTA: The connection between chemical enrichment, feedback, and dust in a Wolf-Rayet galaxy at z${\sim}$2",arXiv e-prints,success
"Gamma-ray lines, electron-positron annihilation, and possible radio emission in X-ray pulsars",Monthly Notices of the Royal Astronomical Society,success
The Light Echo of a High-Redshift Quasar mapped with Lyman-$α$ Tomography,The Astrophysical Journal,success
The Open mulTiwavelength Transient Event Repository (OTTER): Infrastructure Release and Tidal Disruption Event Catalog,arXiv e-prints,success
Hydrogen-Alpha as a Tracer of Star Formation in the SPHINX Cosmological Simulations,arXiv e-prints,success
Testing Magnetic Field Configurations in Spider Pulsar PSR J1723-2837 with IXPE,arXiv e-prints,success
Extreme Negative Polarisation of New Interstellar Comet 3I/ATLAS,The Astrophysical Journal,success
"A hybrid active galactic nucleus feedback model with spinning black holes, winds and jets",arXiv e-prints,success
Deep-Field Analytical Calibration,arXiv e-prints,success
"The possible accretion discs of GN-z11 at redshift z = 10.6, MoM-z14 at z = 14.44 and other high redshift objects",arXiv e-prints,success
ATLAS Photometry of Interstellar Object 3I/ATLAS,The Astrophysical Journal,success
J-VAR: the northern variable sky in 7 filters -- First Data Release,arXiv e-prints,success
The HST-Hyperion Survey: Environmental Imprints on the Stellar-Mass Function at z=2.5,arXiv e-prints,success
The Influence of Cold Jupiters in the Formation of Close-in planets. II. Collisional Growth of Planetesimals,arXiv e-prints,success
GRB 250704B: An Off-axis Short GRB with a Long-Lived Afterglow Plateau,arXiv e-prints,success
Double White Dwarf Binaries in SDSS-V DR19 : A catalog of DA white dwarf binaries and constraints on the binary population,arXiv e-prints,success
Time-Dependent Cosmic Ray Halos from Bursty Star Formation and Active Galactic Nuclei: Semi-Analytic Formalism and Galaxy Formation Implications,arXiv e-prints,success
The Far-Infrared Enhanced Survey Spectrometer (FIRESS) for PRIMA: Approach and Estimated Performance,"Journal of Astronomical Telescopes, Instruments, and Systems",success
"Chemodynamics of BoötesI with $S^{5}$: Revised Velocity Gradient, Dark Matter Density, and Galactic Chemical Evolution Constraints",arXiv e-prints,success
Detecting the hidden population of low-mass haloes in strong lenses,arXiv e-prints,success
No Luminous Little Red Dots: A Sharp Cutoff in Their Luminosity Function,arXiv e-prints,success
Explosive Dispersal Outflows as a New Class of Fermi Gamma-Ray Sources: The Case of DR21,arXiv e-prints,success
Dynamical Evolution of Quasi-Hierarchical Triples,arXiv e-prints,success
The oldest Milky Way stars: New constraints on the age of the Universe and the Hubble constant,arXiv e-prints,success
Kilonovae and Long-duration Gamma-ray Bursts,arXiv e-prints,success
J-PLUS: The stellar mass function of quiescent and star forming galaxies at 0.05 <= z <= 0.2,arXiv e-prints,success
"Beyond the Clouds: S3 as the most distant extended Milky Way stream, not of LMC origin",arXiv e-prints,success
VLA FRAMEx. III. Circumnuclear Radio Emission Mechanisms in Hard X-ray Selected Active Galactic Nuclei,arXiv e-prints,success
Do Little Red Dots Vary?,arXiv e-prints,success
How similar are narrow-line Seyfert 1 galaxies and high-z type 1 AGN?,arXiv e-prints,success
A Galactic Perspective on the (Unremarkable) Relative Refractory Depletion Observed in the Sun,arXiv e-prints,success
Low-frequency observations of low-mass binary systems with neutron star candidates,New Astronomy,success
Introduction to the Sky Survey Schedule (SSS) framework,arXiv e-prints,success
Magnetic Atmospheres and Circumstellar Interaction in J1901+1458: Revisiting the Most Compact White Dwarf Merger Remnant in the light of new UV and X-ray data,arXiv e-prints,success
A two-phase model of galaxy formation: IV. Seeding and growing supermassive black holes in dark matter halos,arXiv e-prints,success
Numerical Modeling of Galactic Cosmic Ray Modulation in the Heliosphere,arXiv e-prints,success
Onset of CN Emission in 3I/ATLAS: Evidence for Strong Carbon-Chain Depletion,The Astrophysical Journal,success
The Perfect Host: JWST Cepheid Observations in a Background-Free SN Ia Host Confirm No Bias in Hubble-Constant Measurements,The Astrophysical Journal,success
Nonradial oscillations of stratified neutron stars with solid crusts: Mode characterization and tidal resonances in coalescing binaries,Physical Review D,success
Multi-messengers from the radioactive decay of $r$-process nuclei,The Astrophysical Journal,success
Exploring the Capabilities of Astrophotonics for the Precise Alignment of Segmented Telescopes,arXiv e-prints,success
The Most Luminous Known Fast Blue Optical Transient AT 2024wpp: Unprecedented Evolution and Properties in the Ultraviolet to the Near-Infrared,arXiv e-prints,success
The Most Luminous Known Fast Blue Optical Transient AT 2024wpp: Unprecedented Evolution and Properties in the X-rays and Radio,The Astrophysical Journal,success
Cosmological constraints from the Planck cluster catalogue with DES shear profiles and Chandra observations,arXiv e-prints,success
A High Incidence of Mid-infrared Variability in Local Ultraluminous Infrared Galaxies,arXiv e-prints,success
Eccentricity distribution of extreme mass ratio inspirals,arXiv e-prints,success
Was SNR 0509-67.5 the result of a double detonation?,arXiv e-prints,success
Can an Anti-de Sitter Vacuum in the Dark Energy Sector Explain JWST High-Redshift Galaxy and Reionization Observations?,arXiv e-prints,success
Detection of 'super-virial' gas in the Circumgalactic medium of the Milky Way towards PKS 2155-304,arXiv e-prints,success
"An Analysis of the Radius Gap in a Sample of Kepler, K2 and TESS exoplanets orbiting M Dwarf Stars",The Astrophysical Journal,success
Baryonic Ecosystem IN Galaxies (BEINGMgII) -- III. Cool gas reservoirs at $0.3 \le z \le 1.6$ in the Dark Energy Survey,arXiv e-prints,success
Hurst Index of Gamma-Ray Burst Light Curves and Its Statistical Study,arXiv e-prints,success
"Compression, Impact and Hot Rebound Flows from Coronal Rain Downflows",arXiv e-prints,success
The SRG/eROSITA All-Sky Survey $J$-Band Follow-Up Observations for Selected High-Redshift Galaxy Cluster Candidates,arXiv e-prints,success
Simulations of Tidal Disruption of Supernova in Galaxy Nuclear Region: A Novel Model for Ambiguous Nuclear Transients,arXiv e-prints,success
Consistent Modeling of Non-equilibrium Dust Sublimation and the Interactions with Dust Evolution in the Inner Regions of Protoplanetary Disks,arXiv e-prints,success
STRAWBERRY: Finding haloes in the gravitational potential,arXiv e-prints,success
Radio Galaxy Zoo: Morphological classification by Fanaroff-Riley designation using self-supervised pre-training,Monthly Notices of the Royal Astronomical Society,success
Atacama Cosmology Telescope: Constraints on the Millimetre Flux of the Crab Pulsar,arXiv e-prints,success
Precise Measurement of the Absolute Sky Brightness at 60 to 350 MHz,arXiv e-prints,success
Understanding variations of galactic energetic particles in the heliosphere: modelling and radiation hazard assessment,arXiv e-prints,success
A comprehensive view of PKS 2155-304 from 2008 to 2023 through a multi-epoch modeling of its spectral energy distributions,arXiv e-prints,success
Self-lensing binaries as probes of Supernova physics,arXiv e-prints,success
Joint Bayesian calibration and map-making for intensity mapping experiments,arXiv e-prints,success
"The merger of spinning, accreting supermassive black hole binaries",arXiv e-prints,success
Towards Precision Cosmology With Improved PNLF Distances Using VLT-MUSE. III. Impact of Stellar Populations in Early-Type Galaxy,Astronomy and Astrophysics,success
ALMA reveals diverse dust-to-gas mass ratios and quenching modes in old quiescent galaxies,The Astrophysical Journal,success
Hydrocarbon Hazes on Temperate sub-Neptune K2-18b supported by data from the James Webb Space Telescope,arXiv e-prints,success
Using white dwarf lensing to resolve accretion flows,arXiv e-prints,success
Formation of Cosmic Noon Protogalaxies via Quasar-Induced Fragmentation of a Cosmic Filament,arXiv e-prints,success
Radiation GRMHD Models of Accretion onto Stellar-Mass Black Holes: II. Super-Eddington Accretion,arXiv e-prints,success
Euclid: Early Release Observations -- The star cluster systems of the Local Group dwarf galaxies IC 10 and NGC 6822,arXiv e-prints,success
The Photochemical Plausibility of Warm Exo-Titans Orbiting M-Dwarf Stars,The Astrophysical Journal,success
The HST Ultraviolet Spectrum of V723 Mon: Additional Evidence of a Stellar Companion,arXiv e-prints,success
Active galactic nuclei do not exhibit stably periodic brightness variations,arXiv e-prints,success
"Joint X-ray, kinetic Sunyaev-Zeldovich, and weak lensing measurements: toward a consensus picture of efficient gas expulsion from groups and clusters",arXiv e-prints,success
VAR-PZ: Constraining the Photometric Redshifts of Quasars using Variability,arXiv e-prints,success
Redefining interiors and envelopes: hydrogen-silicate miscibility and its consequences for the structure and evolution of sub-Neptunes,Monthly Notices of the Royal Astronomical Society,success
Capturing System Drift with Time Series Calibration for Global 21-cm Cosmology Experiments,arXiv e-prints,success
Probing the millisecond pulsar origin of the GeV excess in the Galactic Centre with LISA,arXiv e-prints,success
Probing Stellar Kinematics with the Time-Asymmetric Hanbury Brown and Twiss Effect,arXiv e-prints,success
Evolution of the infrared luminosity function and its corresponding dust-obscured star formation rate density out to z~6,arXiv e-prints,success
Cosmic Threads: Interlinking the Stellar Initial Mass Function from Star-Birth to Galaxies,arXiv e-prints,success
Aeos is Mixing it Up: The (In)homogeneity of Metal Mixing Following Population III Star Formation,arXiv e-prints,success
Deep Extragalactic VIsible Legacy Survey (DEVILS): Galaxy group catalogue for the D10-COSMOS field with 90% spectroscopic redshift completeness,arXiv e-prints,success
Field-level inference in cosmology,arXiv e-prints,success
Using Neural Emulators and Hamiltonian Monte Carlo to constrain the Epoch of Reionization's History with the Ly$α$ Forest Power Spectrum,arXiv e-prints,success
Phantom Crossing with Quintom Models,Monthly Notices of the Royal Astronomical Society,success
Constraints on the early growth of massive black holes from PTA and JWST with L-GalaxiesBH,arXiv e-prints,success
Cosmology with supernova Encore in the strong lensing cluster MACS J0138-2155: Lens model comparison and H0 measurement,arXiv e-prints,success
"Building up JWST-SUSPENSE: inside-out quenching at cosmic noon from age, Fe-, and Mg-abundance gradients",arXiv e-prints,success
DELVE Milky Way Satellite Census I: Satellite Population and Survey Selection Function,arXiv e-prints,success
Origin of the double-peaked narrow emission-lines in the optical spectra of X-shaped Radio Galaxies,arXiv e-prints,success
Off-center black hole seed formation? Implications for high and low redshift massive black holes,Astronomy and Astrophysics,success
Cosmology with supernova Encore in the strong lensing cluster MACS J0138-2155: Time delays & Hubble constant measurement,arXiv e-prints,success
"A New Population of Point-like, Narrow-line Objects Revealed by the James Webb Space Telescope",arXiv e-prints,success
Predicting stellar collision outcomes of main sequence stars,arXiv e-prints,success
Two unseen massive white dwarf candidates in close binaries,arXiv e-prints,success
TSD: An inverse problem approach for recovering the exoplanetary atmosphere transmission spectrum from high-resolution spectroscopy,arXiv e-prints,success
Space Mission Options for Reconnaissance and Mitigation of Asteroid 2024 YR4,arXiv e-prints,success
Revisiting thermodynamics at the outskirts of the Perseus cluster with Suzaku: importance of modeling the Hot Galactic gas,arXiv e-prints,success
When IIb Ceases To Be: Bridging the Gap Between IIb and Short-plateau Supernovae,arXiv e-prints,success
Towards an application of fourth-order shear statistics II: Efficient estimation of fourth-order shear correlation functions and an application to the DES Y3 data,arXiv e-prints,success
Towards an application of fourth-order shear statistics I. The information content of $\langle M_\mathrm{ap}^4 \rangle $,arXiv e-prints,success
The evolution of the galaxy stellar mass function and star formation rates in the COLIBRE simulations from redshift 17 to 0,arXiv e-prints,success
Bright [CII]158$μ$m Streamers as a Beacon for Giant Galaxy Formation in SPT2349$-$56 at $z=4.3$,arXiv e-prints,success
A comprehensive separation of dark matter and baryonic mass components in galaxy clusters II: an overview of the mass distribution in Abell S1063,arXiv e-prints,success
The Physics of Cometary Anti-tails as Observed in 3I/ATLAS,Monthly Notices of the Royal Astronomical Society,success
A comprehensive separation of dark matter and baryonic mass components in galaxy clusters I: Mass constraints from Abell S1063,arXiv e-prints,success
Intrinsic alignments of galaxies in multiple projections,arXiv e-prints,success
3I/ATLAS: In Search of the Witnesses to Its Voyage,arXiv e-prints,success
The heart of NGC 5253 as seen with MUSE-NFM: nitrogen enrichment through stellar chemical feedback at parsec scales,arXiv e-prints,success
COSMOS-Web galaxy groups: Evolution of red sequence and quiescent galaxy fraction,arXiv e-prints,success
spherical: A Comprehensive Database and Automated Pipeline for VLT/SPHERE High-Contrast Imaging,arXiv e-prints,success
X-ray Transmission Through Photoionized Gas with Moderate Thomson Optical Depth,arXiv e-prints,success
Analysis of mass-transferring binary candidates in the Milky Way,arXiv e-prints,success
High-Pass Filtering and Gaussian Process Regularization: Stellar Activity Characterization Techniques Applied to the 55 Cancri Planetary System,The Astronomical Journal,success
Discovery of a $z \sim 0.8$ Ultra Steep Spectrum Radio Halo in the MeerKAT-South Pole Telescope Survey,Monthly Notices of the Royal Astronomical Society,success
Lense-Thirring precessing magnetar engine drives a superluminous supernova,arXiv e-prints,success
Pulsations in Binary Star Systems,arXiv e-prints,success
Numerical effects on the stripping of dark matter and stars in IllustrisTNG galaxy groups and clusters,Monthly Notices of the Royal Astronomical Society,success
A Pristine Star-Forming Complex at z=4.19,arXiv e-prints,success
Micro-Tidal Disruption Events in Young Star Clusters,arXiv e-prints,success
GA-NIFS: an extended [OIII] halo around the sub-Eddington quasar J1342+0928 at z=7.54,arXiv e-prints,success
What's the Buzz About GX 13+1? Constraining Coronal Geometry with QUEEN-BEE: A Bayesian Nested Sampling Framework for X-ray Polarization Rotation Analysis,arXiv e-prints,success
Black-hole mass estimation through accretion disk spectral fitting for high-redshift blazars,arXiv e-prints,success
"Supernovae drive large-scale, incompressible turbulence through small-scale instabilities",arXiv e-prints,success
Constraining Baryon Fractions in Galaxy Groups and Clusters with the First CHIME/FRB Outrigger,arXiv e-prints,success
Cluster Catalog Validation with Multiwavelength Data,Research Notes of the American Astronomical Society,success
Cosmic Rays on Galaxy Scales: Progress and Pitfalls for CR-MHD Dynamical Models,arXiv e-prints,success
Discovery of Multiply Ionized Iron Emission Powered by an Active Galactic Nucleus in a z~7 Little Red Dot,arXiv e-prints,success
Build-up and survival of the disc: From numerical models of galaxy formation to the Milky Way,arXiv e-prints,success
Deep learning-based prediction of Precipitable Water Vapor in the Chajnantor area,arXiv e-prints,success
Impact of rotation on the accretion of entropy perturbations in collapsing massive stars,Astrophysics and Space Science,success
1.8 per cent measurement of $H_0$ from Cepheids alone,arXiv e-prints,success
Unified $g$-mode and $r$-mode Analysis of Accreting White Dwarf Stars,arXiv e-prints,success
Effects of harmonic magnetic field boundary conditions in mean-field solar dynamo,arXiv e-prints,success
Discovery and Analysis of Afterglows from Poorly Localised GRBs with the Gravitational-wave Optical Transient Observer (GOTO) All-sky Survey,Monthly Notices of the Royal Astronomical Society,success
The invariance of group occupation across the cosmic web,arXiv e-prints,success
Sensitivity of spectral lines to granulation: The Sun,arXiv e-prints,success
The fate of Gaia's wide binaries: Interplay of white-dwarf recoil and tidal capture,arXiv e-prints,success
Frequent Extreme Galaxy-scale Outflows among Luminous Early Quasars,arXiv e-prints,success
Prediscovery Activity of New Interstellar Object 3I/ATLAS: A Dynamically-Old Comet?,The Astrophysical Journal,success
An improved model for the effect of correlated Si-III absorption on the one-dimensional Lyman-$α$ forest power spectrum,arXiv e-prints,success
Time-Dependent Modeling of the Sub-Hour Spectral Evolution During the 2013 Outburst of Mrk 421,arXiv e-prints,success
Implications of SPT and eROSITA cosmologies for Planck cluster number counts and t-SZ power spectrum,Astronomy and Astrophysics,success
High resolution mapping of molecular tori with ALMA,arXiv e-prints,success
Brans-Dicke-like field for co-varying $G$ and $c$: observational constraints,arXiv e-prints,success
Reprocessing of X-rays emission in Ultra-Luminous X-ray sources,arXiv e-prints,success
MESAlab: a Pipeline for Mapping the Blue Loop with MESA runs,arXiv e-prints,success
Snowball Bistability Vanishes at Moderate Orbital Eccentricity,The Planetary Science Journal,success
Eppur non si trovano: Comments on the Primordial Black Hole Limits in the Galactic Halo,arXiv e-prints,success
The chemodynamical memory of a major merger in a NIHAO-UHD Milky Way analogue II: Were Splash stars heated or already born hot?,arXiv e-prints,success
Understanding Interstellar Metals during Reionization with Radiative SPH Simulation: Metallicity and Emission Lines from the ISM at $10 \geq z \geq 5$,arXiv e-prints,success
Niebla: an open-source code for modelling the extragalactic background light,arXiv e-prints,success
Assessing the star formation history of all-sky and part-sky 100pc white dwarf samples,arXiv e-prints,success
Strong Lensing Model and Dust Extinction Maps of the Host Galaxy of Type Ia Supernova H0pe,arXiv e-prints,success
"The Regulated GeAs Cycles with the New $^{63}$Ga(p,$γ$)$^{64}$Ge and $^{64}$Ge(p,$γ$)$^{65}$As Reaction Rates and Their Impact on the GS 1826$-$24 Clocked Bursts and SAX J1808.4$-$3658 Photospheric Radius Expansion Bursts",The Astrophysical Journal,success
XRISM mock observations of simulated AGN jets in the core of a galaxy cluster,arXiv e-prints,success
The impact of superradiance on the spin evolution of variably accreting massive black holes,arXiv e-prints,success
Anomalous scattering of pulsars towards the Gum Nebula,arXiv e-prints,success
The Impact of Population III.1 Flash Reionization for CMB Polarization and Thomson Scattering Optical Depth,arXiv e-prints,success
Introducing RAFIKI: Refining AGN Feedback in Kinetic Implementations,arXiv e-prints,success
Systematics mitigation for catalogue-based angular power spectra,arXiv e-prints,success
The Sagittarius C Complex in the Mid-Infrared with SOFIA/FORCAST,arXiv e-prints,success
The role of galactic winds fueling central starbursts and quasars in the FIRE cosmological simulations,arXiv e-prints,success
